,ISBN,title,series,author,rating,genre,publish_company,format,number_of_pages,publish_month,publish_year,NYT_bestseller,top5,length_of_title,top_authors
584,9780062348708,The Upside of Unrequited,0,Becky Albertalli,3.99,young-adult,Harper Collins,Hardcover,336,April,2017,0.0,1,24,0
585,9781101886724,Waking Gods,1,Sylvain Neuvel,4.05,science-fiction,,Hardcover,336,April,2017,0.0,0,11,0
586,9780062290137,Eliza and Her Monsters,0,Francesca Zappia,4.25,contemporary,Greenwillow Books,Hardcover,385,May,2017,0.0,0,22,0
587,9781492649359,The Radium Girls: The Dark Story of America's Shining Women,0,Kate  Moore,4.16,non-fiction,Sourcebooks ,Hardcover,479,May,2017,0.0,0,59,0
588,9781484763803,A List of Cages,0,Robin Roe,4.3,young-adult,Hachette,Hardcover,310,January,2017,0.0,1,15,0
589,9781524760786,The Heart's Invisible Furies,0,John Boyne,4.47,historical,Hogarth Press ,Hardcover,582,August,2017,0.0,0,28,0
590,9780393609394,Astrophysics for People in a Hurry,0,Neil deGrasse Tyson,4.1,non-fiction,W. W. NortonCompany,Hardcover,224,May,2017,0.0,0,34,0
591,9781682309810,Egomaniac,0,Vi Keeland,4.25,romance,Everafter Romance,Paperback,322,January,2017,0.0,0,9,0
592,9780765379306,Windwitch,1,Susan Dennard,4.01,fantasy,Tor Teen,Hardcover,384,January,2017,0.0,0,9,0
593,9781501126062,"Sing, Unburied, Sing",1,Jesmyn Ward,4.02,fiction,Simon & Schuster,Hardcover,285,September,2017,0.0,1,20,0
594,9780062289278,Wildfire,1,Ilona Andrews,4.59,fantasy,Harper Collins,Mass Market Paperback,391,July,2017,0.0,1,8,0
595,9780698192980,The Chosen,1,J.R. Ward,4.32,fantasy,Penguin Random House,ebook,544,April,2017,0.0,1,10,0
596,9781101906750,The Chilbury Ladies' Choir,0,Jennifer    Ryan,3.98,historical,Penguin Random House,Hardcover,371,February,2017,0.0,1,26,0
597,9780062654199,The Alice Network,0,Kate Quinn,4.26,historical,Harper Collins,Paperback,532,June,2017,0.0,1,17,0
598,9781594749476,Geekerella,1,Ashley Poston,4.02,young-adult,Quirk Books,Hardcover,320,April,2017,0.0,0,10,0
599,9780997426236,Royally Matched,1,Emma Chase,4.15,romance,"Emma Chase, LLC",ebook,276,February,2017,0.0,0,15,0
600,9780062455864,By Your Side,0,Kasie West,3.85,young-adult,Harper Collins,Paperback,346,January,2017,0.0,1,12,0
601,9780593074794,My Not So Perfect Life,0,Sophie Kinsella,3.79,womens-fiction,Bantam Press,Paperback,448,February,2017,0.0,0,22,0
602,9781101906668,The Roanoke Girls,0,Amy Engel,3.72,mystery,Penguin Random House,Hardcover,279,March,2017,0.0,1,17,0
603,9781524733131,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",0,Chimamanda Ngozi Adichie,4.55,non-fiction,Penguin Random House,Hardcover,63,March,2017,0.0,1,61,0
604,9780553448122,Artemis,0,Andy Weir,3.67,science-fiction,Penguin Random House,Hardcover,305,November,2017,0.0,1,7,0
605,9781250095961,Daughter of the Pirate King,1,Tricia Levenseller,3.98,fantasy,Macmillan,Hardcover,311,February,2017,0.0,1,27,0
606,9781101988855,Red Sister,1,Mark  Lawrence,4.24,fantasy,Ace,Hardcover,469,April,2017,0.0,0,10,0
607,9780385514231,Origin,1,Dan Brown,3.85,fiction,Penguin Random House,Hardcover,461,October,2017,0.0,1,6,1
608,9780345527868,The Shadow Land,0,Elizabeth Kostova,3.7,historical,Penguin Random House,Hardcover,478,April,2017,0.0,1,15,0
609,9781501123429,Everything You Want Me to Be,0,Mindy Mejia,3.83,mystery,Atria/Emily Bestler Books,Hardcover,352,January,2017,0.0,0,28,0
610,9780451477859,Traitor to the Throne,1,Alwyn Hamilton,4.33,fantasy,Penguin Random House,Hardcover,518,March,2017,0.0,1,21,0
611,9780812989281,The Animators,0,Kayla Rae Whitaker,3.97,fiction,Penguin Random House,Hardcover,369,January,2017,0.0,1,13,0
612,9781250123077,Come Sundown,0,Nora Roberts,4.1,romance,Macmillan,Hardcover,466,May,2017,0.0,1,12,1
613,9781682309797,Mister Moneybags,0,Vi Keeland,3.94,romance,Everafter Romance,Paperback,308,April,2017,0.0,0,16,0
614,9781423160939,The Ship of the Dead,1,Rick Riordan,4.38,fantasy,Hachette,Hardcover,410,October,2017,0.0,1,20,1
615,9780008173067,Dragon Teeth,0,Michael Crichton,3.77,historical,Harper Collins,Hardcover,295,June,2017,0.0,1,12,0
616,9780812989885,The Twelve Lives of Samuel Hawley,0,Hannah Tinti,3.91,fiction,Dial Press,Hardcover,376,March,2017,0.0,0,33,0
617,9781250113320,Lillian Boxfish Takes a Walk,0,Kathleen Rooney,3.85,fiction,Macmillan,Hardcover,287,January,2017,0.0,1,28,0
618,9780373212194,Lifeblood,1,Gena Showalter,4.02,fantasy,Harper Collins,Hardcover,442,February,2017,0.0,1,9,0
619,9780062563668,The Women in the Castle,0,Jessica Shattuck,3.86,historical,Harper Collins,Hardcover,356,March,2017,0.0,1,23,0
620,9780062076403,Into the Fire,1,Jeaniene Frost,4.08,fantasy,Harper Collins,Mass Market Paperback,340,February,2017,0.0,1,13,0
621,9781101924921,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,0,Michael Finkel,3.88,non-fiction,Books on Tape,Audio CD,224,March,2017,0.0,0,74,0
622,9781455540006,The Lost City of the Monkey God: A True Story,0,Douglas Preston,3.91,non-fiction,Hachette,Hardcover,328,January,2017,0.0,1,45,0
623,9781988054018,Mists of the Serengeti,0,Leylah Attar,4.47,romance,Pitch73 Publishing,ebook,360,January,2017,0.0,0,22,0
624,9780062362599,Hunger: A Memoir of (My) Body,0,Roxane Gay,4.19,non-fiction,Harper Collins,Hardcover,306,June,2017,0.0,1,29,0
625,9780385542234,Rich People Problems,1,Kevin Kwan,3.95,fiction,Penguin Random House,Hardcover,398,May,2017,0.0,1,20,0
626,9781587676109,Gwendy's Button Box,0,Stephen King,3.9,horror,Cemetery Dance Publications,Hardcover,171,May,2017,0.0,0,19,1
627,9780765392039,Down Among the Sticks and Bones,1,Seanan McGuire,4.18,fantasy,Tor.com,Hardcover,187,June,2017,0.0,0,31,0
628,9781501156007,The Lying Game,0,Ruth Ware,3.52,mystery,Scout Press ,Hardcover,370,July,2017,0.0,0,14,0
629,9780062422644,Allegedly,0,Tiffany D. Jackson,4.07,young-adult,Harper Collins,Hardcover,400,January,2017,0.0,1,9,0
630,9781501118173,Buns,1,Alice Clayton,4.09,romance,Simon & Schuster,Paperback,320,May,2017,0.0,1,4,0
631,9781250073037,Godsgrave,1,Jay Kristoff,4.59,fantasy,Macmillan,Hardcover,419,September,2017,0.0,1,9,0
632,9780373212316,The Black Witch,1,Laurie Forest,4.0,fantasy,,Hardcover,601,May,2017,0.0,0,15,0
633,9781101985366,Final Girls,0,Riley Sager,3.81,thriller,Dutton,Hardcover,342,July,2017,0.0,0,11,0
634,9781681190082,Letters to the Lost,1,Brigid Kemmerer,4.36,contemporary,Bloomsbury USA Childrens,Hardcover,391,April,2017,0.0,0,19,0
635,9780544586505,The Inexplicable Logic of My Life,0,Benjamin Alire Sáenz,4.15,young-adult,Clarion Books,Hardcover,452,March,2017,0.0,0,33,0
636,9780373212521,When It's Real,0,Erin Watt,4.03,romance,Harper Collins,Hardcover,413,May,2017,0.0,1,14,0
637,9781501116841,Midnight at the Bright Ideas Bookstore,0,Matthew J. Sullivan,3.79,mystery,Simon & Schuster,Hardcover,328,June,2017,0.0,1,38,0
638,9781250044662,Renegades,1,Marissa Meyer,4.16,fantasy,Macmillan,Hardcover,556,November,2017,0.0,1,9,0
639,9780062430267,The Good Daughter,1,Karin Slaughter,4.13,mystery,Harper Collins,ebook,656,August,2017,0.0,1,17,0
640,9780356508689,The Stone Sky,1,N.K. Jemisin,4.36,fantasy,Hachette,Paperback,416,August,2017,0.0,1,13,0
641,9781250078216,Eleventh Grave in Moonlight,1,Darynda Jones,4.38,fantasy,Macmillan,Hardcover,310,January,2017,0.0,1,27,0
642,9781250092175,A Darkness Absolute,1,Kelley Armstrong,4.17,mystery,Macmillan,Hardcover,416,February,2017,0.0,1,19,0
643,9780701189099,Idaho,0,Emily Ruskovich,3.52,fiction,Chatto & Windus ,Paperback,320,February,2017,0.0,0,5,0
644,9781616206888,The Leavers,0,Lisa Ko,3.87,fiction,Algonquin Books,Hardcover,352,May,2017,0.0,0,11,0
645,9780062436610,In This Grave Hour,1,Jacqueline Winspear,4.16,mystery,Harper Collins,ebook,368,March,2017,0.0,1,18,0
646,9780544968844,The Fourth Monkey,1,J.D. Barker,4.15,thriller,Houghton Mifflin Harcourt,Hardcover,404,June,2017,0.0,0,17,0
647,9781250066190,Glass Houses,1,Louise Penny,4.3,mystery,Macmillan,Hardcover,391,August,2017,1.0,1,12,0
648,9781501144417,The Impossible Fortress,0,Jason Rekulak,3.76,fiction,Simon & Schuster,Hardcover,285,February,2017,0.0,1,23,0
649,9781941040515,Swimming Lessons,0,Claire Fuller,3.6,fiction,Tin House Books,Hardcover,350,February,2017,0.0,0,16,0
650,9780804190114,On Tyranny: Twenty Lessons from the Twentieth Century,0,Timothy Snyder,4.21,non-fiction,Tim Duggan Books ,Paperback,126,March,2017,0.0,0,53,0
651,9781101990483,The Child,1,Fiona Barton,3.95,mystery,Penguin Random House,Hardcover,365,June,2017,0.0,1,9,0
652,9781481478779,"Alex, Approximately",0,Jenn Bennett,4.0,young-adult,Simon & Schuster,Hardcover,391,April,2017,0.0,1,19,0
653,9781488023194,The Darkest Promise,1,Gena Showalter,4.23,romance,Harper Collins,ebook,432,June,2017,0.0,1,19,0
654,9780062354365,House of Spies,1,Daniel Silva,4.32,thriller,Harper Collins,ebook,576,July,2017,0.0,1,14,0
655,9781682309827,Beautiful Mistake,0,Vi Keeland,4.17,romance,Diversion Books ,Paperback,350,August,2017,0.0,0,17,0
656,9781250095282,If We Were Villains,0,M.L. Rio,4.07,mystery,Macmillan,Hardcover,368,April,2017,0.0,1,19,0
657,9780316394031,Defy the Stars,1,Claudia Gray,4.03,science-fiction,Hachette,Hardcover,503,April,2017,0.0,1,14,0
658,9788799904006,Twenty Two Years to Life,0,Mohammed Massoud Morsi,4.47,fiction,Mohammed Hussein Miheasen,ebook,120,January,2017,0.0,0,24,0
659,9781449486792,The Sun and Her Flowers,0,Rupi Kaur,4.18,poetry,Andrews McMeel Publishing,Paperback,256,October,2017,0.0,0,23,0
660,9781476758763,The Last Tudor,1,Philippa Gregory,3.8,historical,Simon & Schuster,Hardcover,528,August,2017,0.0,1,14,0
661,9781455540433,"Al Franken, Giant of the Senate",0,Al Franken,4.34,non-fiction,Twelve ,ebook,304,May,2017,0.0,0,31,0
662,9781250122520,The Language of Thorns: Midnight Tales and Dangerous Magic,1,Leigh Bardugo,4.43,fantasy,Imprint,Hardcover,281,September,2017,0.0,0,58,0
663,9781626726352,Moxie,0,Jennifer Mathieu,4.33,young-adult,Roaring Brook Press,Hardcover,330,September,2017,0.0,0,5,0
664,9781101885963,The Girl in the Tower,1,Katherine Arden,4.38,fantasy,Del Rey ,Hardcover,363,December,2017,0.0,0,21,0
665,9780385543026,Camino Island,0,John Grisham,3.72,fiction,Penguin Random House,Hardcover,290,June,2017,0.0,1,13,1
666,9781627794466,4 3 2 1,0,Paul Auster,3.83,fiction,Henry Holt and Co.,Hardcover,866,January,2017,0.0,0,7,0
667,9780399590566,We Were Eight Years in Power: An American Tragedy,0,Ta-Nehisi Coates,4.43,non-fiction,One World,Hardcover,367,October,2017,0.0,0,49,0
668,9780525425892,We Are Okay,0,Nina LaCour,3.97,young-adult,Dutton Books for Young Readers,Hardcover,236,February,2017,0.0,0,11,0
669,9780765326379,Oathbringer,1,Brandon Sanderson,4.62,fantasy,Macmillan,Hardcover,1248,November,2017,0.0,1,11,0
670,9780765388896,The Collapsing Empire,1,John Scalzi,4.1,science-fiction,Macmillan,ebook,336,March,2017,0.0,1,21,0
671,9780062362797,Till Death,0,Jennifer L. Armentrout,3.91,romance,Harper Collins,ebook,400,February,2017,0.0,1,10,0
672,9781250081438,The Resurrection of Joan Ashby,0,Cherise Wolas,3.85,fiction,Macmillan,Hardcover,544,August,2017,0.0,1,30,0
673,9781471159480,"Goodbye, Vitamin",0,Rachel Khong,3.73,fiction,Henry Holt and Co. ,Paperback,208,July,2017,0.0,0,16,0
674,9780525522874,How to Stop Time,0,Matt Haig,3.85,fiction,Penguin Random House,Hardcover,325,February,2018,0.0,1,16,0
675,9781489220707,Ginny Moon,0,Benjamin Ludwig,4.09,fiction,Park Row Books,Hardcover,368,May,2017,0.0,0,10,0
676,9780373212170,Long Way Home,1,Katie McGarry,4.22,young-adult,Harper Collins,Hardcover,416,January,2017,0.0,1,13,0
677,9781784296605,The Chalk Pit,1,Elly Griffiths,4.17,mystery,Quercus,Paperback,384,February,2017,0.0,0,13,0
678,9780735217683,Home Fire,0,Kamila Shamsie,4.08,fiction,Riverhead Books,Hardcover,276,August,2017,0.0,0,9,0
679,9781101965368,Age of Swords,1,Michael J. Sullivan,4.3,fantasy,Del Rey Books,Hardcover,512,July,2017,0.0,0,13,0
680,9781682309803,"Dear Bridget, I Want You",0,Penelope Ward,4.13,romance,EverAfter Romance,ebook,350,September,2017,0.0,0,24,0
681,9780399574634,The Wanderers,0,Meg Howrey,3.56,science-fiction,Penguin Random House,Hardcover,370,March,2017,0.0,1,13,0
682,9780062562692,Last Christmas in Paris: A Novel of World War I,0,Hazel Gaynor,4.15,historical,Harper Collins,ebook,400,October,2017,0.0,1,47,0
683,9781250078261,Wires and Nerve,1,Marissa Meyer,4.15,sequential-art,Macmillan,Hardcover,238,January,2017,0.0,1,15,0
684,9781476716732,Manhattan Beach,0,Jennifer Egan,3.63,historical,Simon & Schuster,Hardcover,438,October,2017,0.0,1,15,0
685,9780802125392,Difficult Women,0,Roxane Gay,3.98,short-stories,Grove Press,Hardcover,260,January,2017,0.0,0,15,0
686,9780399593482,The Midnight Line,1,Lee Child,4.09,fiction,Penguin Random House,Hardcover,368,November,2017,0.0,1,17,0
687,9780812995947,The Changeling,0,Victor LaValle,3.79,fantasy,Spiegel & Grau,Hardcover,431,June,2017,0.0,0,14,0
688,9780374115241,Borne,1,Jeff VanderMeer,3.91,science-fiction,Macmillan,Hardcover,336,April,2017,0.0,1,5,0
689,9780718182922,"Good Me, Bad Me",0,Ali Land,3.9,thriller,Michael Joseph,Hardcover,338,January,2017,0.0,0,15,0
690,9781760293512,Frogkisser!,0,Garth Nix,3.77,fantasy,Allen & Unwin ,Paperback,336,March,2017,0.0,0,11,0
691,9781501107993,The Perfect Stranger,0,Megan Miranda,3.72,mystery,Simon & Schuster,Hardcover,339,April,2017,0.0,1,20,0
692,9780399549731,Wonder Woman: Warbringer,1,Leigh Bardugo,4.06,fantasy,Penguin Random House,Hardcover,364,August,2017,0.0,1,24,0
693,9780755390960,Tin Man,0,Sarah Winman,3.99,fiction,Tinder Press,Paperback,208,July,2017,0.0,0,7,0
694,9780525492580,Love and Other Consolation Prizes,0,Jamie Ford,3.92,historical,Books on Tape,Audio CD,12,September,2017,0.0,0,33,0
695,9781632867049,Grief Cottage,0,Gail Godwin,3.73,fiction,Bloomsbury USA,Hardcover,288,June,2017,0.0,0,13,0
696,9780375815300,La Belle Sauvage,1,Philip Pullman,4.17,fantasy,Penguin Random House,Hardcover,449,October,2017,0.0,1,16,0
697,9780062666376,The Essex Serpent,0,Sarah Perry,3.61,historical,Custom House ,Hardcover,422,June,2017,0.0,0,17,0
698,9780316154727,Theft by Finding: Diaries 1977-2002,0,David Sedaris,3.93,non-fiction,Hachette,Hardcover,514,May,2017,0.0,1,35,0
699,9780670089635,The Ministry of Utmost Happiness,0,Arundhati Roy,3.48,fiction,Hamish Hamilton ,Hardcover,464,June,2017,0.0,0,32,0
700,9781476763828,The Road to Jonestown: Jim Jones and Peoples Temple,0,Jeff Guinn,4.15,non-fiction,Simon & Schuster,Hardcover,531,April,2017,0.0,1,51,0
701,9780735224278,Fierce Kingdom,0,Gin Phillips,3.52,thriller,Penguin Random House,Hardcover,288,July,2017,0.0,1,14,0
702,9780425273777,The Thing About Love,1,Julie James,3.92,romance,Penguin Random House,Paperback,373,April,2017,0.0,1,20,0
703,9781780894843,Thrawn,1,Timothy Zahn,4.27,media-tie-in,Penguin Random House,Hardcover,427,April,2017,0.0,1,6,0
704,9780062499844,The Cottingley Secret,0,Hazel Gaynor,3.85,historical,Harper Collins,Paperback,383,August,2017,0.0,1,21,0
705,9781501163401,Sleeping Beauties,0,Stephen King,3.74,horror,Simon & Schuster,Hardcover,702,September,2017,0.0,1,17,1
706,9780812997316,"Reading with Patrick: A Teacher, a Student, and a Life-Changing Friendship",0,Michelle  Kuo,4.16,non-fiction,Penguin Random House,Hardcover,296,July,2017,0.0,1,74,0
707,9781534300606,"Saga, Vol. 7",1,Brian K. Vaughan,4.51,sequential-art,Image Comics,Paperback,152,April,2017,0.0,0,12,0
708,9781538727324,Most of All You,0,Mia Sheridan,4.14,romance,Forever,ebook,352,October,2017,0.0,0,15,0
709,9780393356281,From Here to Eternity: Traveling the World to Find the Good Death,0,Caitlin Doughty,4.29,non-fiction,W. W. NortonCompany ,Paperback,272,October,2018,0.0,0,65,0
710,9780062389459,Seven Minutes in Heaven,1,Eloisa James,3.95,romance,Harper Collins,Mass Market Paperback,405,January,2017,0.0,1,23,0
711,9781620409671,The Bedlam Stacks,0,Natasha Pulley,4.02,fantasy,Bloomsbury USA ,Hardcover,336,August,2017,0.0,0,17,0
712,9781449479619,Big Mushy Happy Lump,1,Sarah Andersen,4.29,sequential-art,Andrews McMeel Publishing,Paperback,128,March,2017,0.0,0,20,0
713,9781538431122,Loved,1,P.C. Cast,4.29,young-adult,Blackstone Publishing,Hardcover,352,July,2017,0.0,0,5,0
714,9781250107138,The Love Interest,0,Cale Dietrich,3.2,young-adult,Macmillan,Hardcover,377,May,2017,0.0,1,17,0
715,9781481481687,Autoboyography,0,Christina Lauren,4.31,young-adult,Simon & Schuster,Hardcover,407,September,2017,0.0,1,14,0
716,9781941040560,Rabbit Cake,0,Annie  Hartnett,3.97,fiction,Tin House Books,Paperback,332,March,2017,0.0,0,11,0
717,9780316384933,Dreamland Burning,0,Jennifer Latham,4.22,historical,Hachette,Hardcover,365,February,2017,0.0,1,17,0
718,9780553419733,City of Miracles,1,Robert Jackson Bennett,4.43,fantasy,Broadway Books,Paperback,451,May,2017,0.0,0,16,0
719,9780062271631,Garden of Lamentations,1,Deborah Crombie,4.07,mystery,Harper Collins,Hardcover,415,February,2017,0.0,1,22,0
720,9781101988435,Shoot Like a Girl: One Woman's Dramatic Fight in Afghanistan and on the Home Front,0,Mary Jennings Hegar,4.09,non-fiction,Penguin Random House,Hardcover,368,March,2017,0.0,1,82,0
721,9781501160790,Us Against You,1,Fredrik Backman,4.34,fiction,Simon & Schuster,Hardcover,448,June,2018,0.0,1,14,0
722,9780802126597,See What I Have Done,0,Sarah  Schmidt,3.22,historical,Atlantic Monthly Press ,Hardcover,328,August,2017,0.0,0,20,0
723,9781606999592,"My Favorite Thing Is Monsters, Vol. 1",1,Emil Ferris,4.16,sequential-art,Fantagraphics,Paperback,414,February,2017,0.0,0,37,0
724,9780399163852,Y is for Yesterday,1,Sue Grafton,3.97,mystery,Marian Wood Books/Putnam ,Hardcover,496,August,2017,0.0,0,18,0
725,9780735273993,No Is Not Enough: Resisting Trump’s Shock Politics and Winning the World We Need,0,Naomi Klein,4.15,non-fiction,Penguin Random House,Paperback,240,June,2017,0.0,1,80,0
726,9780316439893,Code Girls: The Untold Story of the American Women Code Breakers Who Helped Win World War II,0,Liza Mundy,3.94,non-fiction,Hachette,Hardcover,416,October,2017,0.0,1,92,0
727,9780316270755,You Don't Have to Say You Love Me,0,Sherman Alexie,4.19,autobiography,Hachette,Hardcover,457,June,2017,0.0,1,33,0
728,9781250084873,I Liked My Life,0,Abby Fabiaschi,4.16,fiction,Macmillan,Hardcover,272,January,2017,0.0,1,15,0
729,9780553524062,Goodbye Days,0,Jeff Zentner,4.18,young-adult,Penguin Random House,Hardcover,399,March,2017,0.0,1,12,0
730,9781419723735,Noteworthy,0,Riley Redgate,4.06,young-adult,Harry N. Abrams,Hardcover,400,May,2017,0.0,0,10,0
731,9781780895192,16th Seduction,1,James Patterson,4.07,mystery,Century,Hardcover,355,March,2017,0.0,0,14,1
732,9781785035623,The One,0,John Marrs,4.1,thriller,Del Rey ,Paperback,416,May,2017,0.0,0,7,0
733,9780062386236,Racing the Devil,1,Charles Todd,4.15,mystery,Harper Collins,ebook,368,February,2017,0.0,1,16,0
734,9780310754749,Toward a Secret Sky,0,Heather  Maclean,3.39,fantasy,Blink,Hardcover,384,April,2017,0.0,0,19,0
735,9780385543910,Darker,1,E.L. James,4.1,romance,Vintage Books,Paperback,546,November,2017,0.0,0,6,1
736,9781250083227,Twist,1,Kylie Scott,3.93,romance,St. Martin's Griffin,Paperback,288,April,2017,0.0,0,5,0
737,9781481432078,The Last Magician,1,Lisa   Maxwell,4.08,fantasy,Simon & Schuster,Hardcover,512,July,2017,0.0,1,17,0
738,9781780895314,The Black Book,0,James Patterson,4.23,mystery,Century ,Hardcover,418,May,2017,0.0,0,14,1
739,9781682300688,Dreadnought,1,April  Daniels,4.15,fantasy,Diversion Publishing,Paperback,280,January,2017,0.0,0,11,0
